# Constructed from biom file																														
#OTU ID	C021-S239-L001	C022-S245-L001	C002-S256-L001	C003-S262-L001	C001-S250-L001	C041-S228-L001	C011-S268-L001	C023-S251-L001	C043-S240-L001	C052-S252-L001	C051-S246-L001	C053-S258-L001	C042-S234-L001	C031-S257-L001	C012-S227-L001	C013-S233-L001	T011-S235-L001	C033-S269-L001	W011-S259-L001	T021-S241-L001	W012-S265-L001	T041-S253-L001	T031-S247-L001	W021-S271-L001	C061-S264-L001	C063-S229-L001	W031-S236-L001	W022-S230-L001	C062-S270-L001	W032-S242-L001
b15be911428db71e75ba033563179d8f	0	0	0	0	0	12	0	0	42	0	1	2	0	0	0	0	0	10	0	0	1	0	0	0	59	0	0	0	0	0
1c5b9bab88cbf9fc228b272acf99fe53	0	0	0	0	0	12	0	0	0	3	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
c2b6d55d9eee9b5f32eb45ce6ee9b743	0	0	0	0	0	12	0	0	6	20	0	14	0	0	0	0	0	16	0	0	0	0	0	8	2	0	0	3	0	1
f470728b9dc21d3817dc65d11ceab85a	0	0	0	0	0	12	0	0	60	0	5	0	0	0	0	1	0	6	0	0	0	0	0	0	7	0	0	0	0	0
07c81a8de4f5596dc132e6e1efc2da11	0	0	0	0	0	11	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
d4a9f79e32dcca5a303d9928b9da44d9	0	0	0	0	0	11	9	7	0	0	3	0	0	0	2	18	0	0	0	0	0	0	0	0	10	0	0	0	0	1
07a3b3511993dca918edc1d845c42046	0	0	0	0	0	11	0	7	23	6	11	7	0	0	0	2	0	26	0	0	0	0	0	1	36	2	0	16	12	2
8f713d37949a93c38e3d17d614b7a2b2	0	0	0	0	0	11	0	0	7	3	0	33	0	1	0	0	0	9	0	0	1	0	0	6	15	0	0	3	2	4
6935902c306ddab63867f31d9b346bbe	0	0	0	0	0	11	0	1	4	28	1	83	0	0	0	3	0	3	4	0	5	0	0	23	0	0	1	48	93	4
9d52213cca08c475cd9ff9bf45cae7c7	0	0	0	0	0	11	0	9	4	0	9	0	0	0	0	0	0	12	0	0	0	0	0	0	2	0	0	0	0	0
d33aa4a0fb7ffafaec765c75178f980f	0	0	0	0	0	11	3	15	16	65	18	48	0	0	0	16	0	13	0	0	0	0	0	0	0	0	2	101	0	21
023981f7133d86aa27a5ba9affee8e35	0	0	0	0	0	11	0	0	32	0	0	0	0	0	0	2	0	10	0	0	0	0	0	2	13	0	0	3	0	0
140a734d6fd0df89dcb375b1c41806a8	0	0	0	0	0	10	0	0	0	2	0	5	0	0	0	7	0	0	2	0	3	0	0	4	1	0	1	0	7	0
9ed6131a20b9ce1750fe48faaa759643	0	0	0	0	0	10	0	0	16	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	2
9b020a1d4249275b8ada67da67f6cd0f	0	0	0	0	0	10	0	0	1	0	2	0	0	0	0	11	0	31	0	0	0	0	0	0	12	0	0	0	0	0
5093567394c08dd35c356d7e6a249e50	0	0	0	0	0	10	0	0	37	0	0	0	0	1	0	0	0	2	0	0	0	0	0	1	39	0	0	0	0	0
9257cdde6252863f81d51823fe3a4993	0	0	0	0	0	10	0	0	1	12	0	21	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	4	1
bcf0e1c12ceaeac8decdc3eb79758232	0	0	0	0	0	10	0	0	40	0	5	0	0	0	46	20	0	27	0	0	0	0	0	2	14	0	0	1	0	0
dea57b2134fe02924aa37c1310d56aba	0	0	0	0	0	10	0	0	5	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1
82dcaf5d05d658267cb402429e141ac9	0	0	0	0	0	10	0	0	20	10	0	9	8	0	0	0	0	2	0	0	0	0	0	8	0	1	7	8	17	15
ac5ffd653ffdad937c099feaf879f3d6	0	0	0	0	0	10	0	0	2	1	1	8	0	0	0	0	0	3	1	0	0	0	0	5	0	0	0	0	2	0
ee30873dba5fce744b467bc4d647eab0	0	0	0	0	0	9	0	2	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
67c6a319278f6369d8bd811fa64c4cf4	0	0	0	0	0	9	0	0	11	2	0	6	4	0	0	4	0	2	0	0	0	0	0	0	0	0	0	1	4	3
87e259d919386096c26246658120fea6	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0
f3a5fbdf799a81873a3cea793c643875	0	0	0	0	0	9	0	0	4	1	1	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0
e7d2dd516f2de868ea7b6a36d8c5a853	0	0	0	0	0	9	11	7	7	2	7	0	0	0	20	0	0	5	43	0	361	0	0	6	28	0	13	8	0	25
138a903f537dce43ec5bbffe9d664a65	0	0	0	0	0	9	0	0	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	28	6	0	1	0	0
b6b46ad9344e3d3b1b47af9750208696	0	0	0	0	0	9	0	0	0	5	0	7	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	4	0	0
9d1f6c2711b4580a9ff10e73ed078ccc	0	0	0	0	0	9	0	1	60	5	0	10	0	0	0	46	0	25	0	0	0	0	0	2	0	25	0	7	3	0
62ea9d340b0b0b90e44acb2ed9d761a0	0	0	0	0	0	9	2	22	14	11	16	26	1	3	4	3	0	13	0	0	1	0	0	3	7	0	1	15	22	2
ad1a718bcf356f131331ab06784e315c	0	0	0	0	0	9	0	0	0	5	0	1	0	2	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0
dacffbcea9ecc41c15984bbb90ca7e7e	0	0	0	0	0	9	0	0	2	4	0	11	0	0	0	1	0	126	3	0	2	0	0	7	1	1	0	14	2	0
93843d3c418757e1ee1f043ed5f03aa7	0	0	0	0	0	9	0	0	13	0	2	1	0	0	0	11	0	10	0	0	0	0	0	1	0	0	0	4	0	0
cc9820be9e57258d6c7c9ec16655f1f5	0	0	0	0	0	9	0	0	61	0	5	3	19	0	0	0	0	0	0	0	0	0	0	3	14	23	2	0	0	0
cb890222229a39fb289444e22c3954a4	0	0	0	0	0	9	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ef9caf513480cc4516e80fb9aa444362	0	0	0	0	0	9	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25d5e4f224a7cd492037027baa6bc594	0	0	0	0	0	9	0	25	10	0	0	1	0	27	0	0	0	10	2	0	0	0	0	0	0	0	0	0	2	0
7ffb2115edab8b5df60bd1c59d850a1e	0	0	0	0	0	9	0	0	0	0	0	0	0	1	7	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
193fee983da5531e2e409de7d26814da	0	0	0	0	0	9	0	1	7	2	0	8	0	0	0	1	0	37	3	0	6	0	0	6	0	0	0	14	0	5
338fffbe3231736b0dc8ba2b97e5f431	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	5	0	3
8833ea3ddb08868712f29a33268f312f	0	0	0	0	0	9	0	0	2	3	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0
b0e5b30a08478e0574cfb4db307fbf59	0	0	0	0	0	9	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
55dde56794eef6aea2f1358a4d778234	0	0	0	0	0	9	3	2	0	1	2	7	4	0	2	12	0	30	0	0	2	0	0	1	0	5	0	4	3	4
a4c78d90572d026a0a7c58e1ffa453ac	0	0	0	0	0	9	0	0	11	3	0	10	0	0	0	0	0	0	0	0	0	0	0	4	0	0	5	0	14	3
1d0facfaafd713a1fc4719bbd1274402	0	0	0	0	0	8	0	0	11	12	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	13	42	25
21d6604b7462f6d5ff69f002a0f9bb79	0	0	0	0	0	8	0	0	0	7	0	10	0	0	0	0	0	6	0	0	0	0	0	2	0	0	0	8	21	6
d9017a746bfc828c7e86fb1eea3e4797	0	0	0	0	0	8	0	2	8	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	2	4	0
f8af5952e00de7a9cd905cdb2f87cb90	0	0	0	0	0	8	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
6f0f149714a19c115e287855ba52e019	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
402a18c33bc53bfb067331b54d5eb3fc	0	0	0	0	0	8	0	0	4	6	0	6	0	0	0	0	0	0	1	0	2	0	0	2	10	0	0	0	0	1
2a88e3f6a05b58d1612394abcb6d310a	0	0	0	0	0	8	0	3	222	0	0	0	0	2	0	0	0	27	0	0	1	0	0	0	5	0	3	0	1	0
7ec2a6b3a0293201f40bbe0aa34a946c	0	0	0	0	0	8	0	7	22	0	37	7	0	0	0	1	0	13	0	0	3	0	0	1	56	0	1	3	5	0
166dc6d69fc51eda314c94afa06217bf	0	0	0	0	0	8	0	1	0	1	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ee80ffe804ecd69982b435eed15c47ab	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
53145f1b82ae1b9c86ff58513de41378	0	0	0	0	0	8	0	0	24	2	1	0	0	0	1	16	0	22	0	0	0	0	0	0	0	0	2	0	0	0
44a32b798f8a2446d110a8949e8a02d7	0	0	0	0	0	8	0	0	10	0	0	1	0	0	0	16	0	15	0	0	0	0	6	0	11	0	0	0	0	0
bc8a568720ef5a0d9b422ccb94dc0653	0	0	0	0	0	8	0	0	7	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	2	40	1	5	0	0
53d6fdd1c95156b60740d20c2567b059	0	0	0	0	0	8	0	0	10	1	0	2	0	0	0	0	0	3	0	0	0	0	0	3	7	1	0	3	4	0
799bdedefdf833a7768d9221de80f6de	0	0	0	0	0	8	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7786783d902f10b0c11e81e0643f1ac9	0	0	0	0	0	8	0	1	0	0	14	3	0	0	0	1	0	2	0	0	0	0	0	0	0	38	0	6	0	1
ece65490f19f306c74ddad636ea24fc1	0	0	0	0	0	8	0	0	22	11	0	17	0	0	0	0	0	12	1	0	0	0	0	6	31	229	0	7	14	0
72718778142eed9f6b48aa09b0d1a671	0	0	0	0	0	8	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2
054a147f4d9cc92e3f3d20f5ca2cb03c	0	0	0	0	0	8	1	4	1	0	1	1	0	0	0	3	0	3	0	0	0	0	0	0	15	0	0	3	2	2
ac75492e37b8d6fd6054fedfa4effa51	0	0	0	0	0	8	0	14	23	0	0	0	0	0	1	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0
a035d7618c90c2e44935e5aaeb308193	0	0	0	0	0	8	0	9	3	0	2	0	0	0	0	5	0	4	0	0	2	0	0	0	2	0	0	10	0	0
7d99e341c92202ce2abd934316f9b63f	0	0	0	0	0	8	0	0	4	0	0	3	0	0	0	0	0	2	1	0	0	0	0	0	0	0	2	0	0	0
c00cb6bfc99fc2dda9699ed5b9be2402	0	0	0	0	0	8	0	0	15	5	0	16	0	0	0	0	0	2	0	0	1	0	0	22	0	0	30	18	10	25
eb7440f5bf81f116a9e22ba3dd5a4933	0	0	0	0	0	8	1	0	1	9	0	21	0	0	2	1	0	6	1	0	0	0	0	3	0	0	0	2	8	3
c21c997d7d1785937806b55e65eb7bd9	0	0	0	0	0	8	0	1	0	1	0	1	1	0	0	0	0	9	0	0	0	0	0	0	0	0	3	2	6	3
351c67dd7dd14241c08d32a283d42294	0	0	0	0	0	8	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	4	0	2	0	0	1	0
9451a6a8c8d99d1bdb051b7eddb5648f	0	0	0	0	0	7	0	0	8	9	0	0	0	0	0	14	0	3	0	0	0	0	0	0	0	0	0	1	0	0
3c70af8f7c399b98038a1265de860211	0	0	0	0	0	7	0	0	2	0	0	3	0	0	0	0	0	5	0	0	0	0	0	3	0	0	0	1	0	0
b6197f82328f2eee43080a85ba1817c5	0	0	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3
c7662570a896e15691a08f5c5ab23be3	0	0	0	0	0	7	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0	1	29	0	0	0	0	0
bf43ec6853bf1b6ba428e4508f46b5d1	0	0	0	0	0	7	0	0	4	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	4	0	2	0	0	0
296729401eae8507bff1bf46f6194def	0	0	0	0	0	7	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d1c282dd793d3eeccdf6aa38ae4cda54	0	0	0	0	0	7	0	0	2	0	0	0	0	0	0	2	0	5	0	0	0	0	0	0	0	0	0	0	0	0
6f19ce58e9e050284d3fac9befcf5e48	0	0	0	0	0	7	0	9	9	4	0	2	4	0	0	16	0	3	0	0	0	0	0	1	38	0	0	2	3	0
8777eab648918d81820b84f61e766195	0	0	0	0	0	7	1	0	0	0	0	0	0	0	19	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7ecbfea031d40252089e23981f30f18b	0	0	0	0	0	7	0	0	16	2	2	0	0	0	0	1	0	15	0	0	0	0	0	5	60	0	0	6	3	0
5e5de361ba9c8762910d385687b56b23	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	1	4	0	1	1	0	5
0ccb37fbc87eb8659e6cd2206dc3094c	0	0	0	0	0	7	0	1	16	0	2	0	0	0	0	13	0	24	0	0	0	0	0	2	18	1	0	1	0	0
091a5e164958e3d46b3869f636a0f5d3	0	0	0	0	0	7	0	0	34	0	10	0	0	0	48	0	0	1	0	0	1	0	0	0	0	0	2	1	0	2
b6cfcb3cbac613bec94b297125cfc85e	0	0	0	0	0	7	0	0	1	0	0	8	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
838cb55f505b3a0e95372274d442b886	0	0	0	0	0	7	0	0	11	1	0	0	0	0	0	1	0	0	2	0	0	0	0	9	1	0	5	4	1	2
8bff8382cd834f5eab1f1d772a3571b3	0	0	0	0	0	7	6	0	5	5	0	5	18	0	10	37	0	0	0	0	0	0	0	0	0	0	0	0	6	0
a82c9e25c53df8734d01db1cbb2fd30e	0	0	0	0	0	7	0	2	3	0	0	0	0	0	0	6	0	8	0	0	0	0	0	1	0	0	0	1	0	0
48d05970cb8b198e25ef15698a009203	0	0	0	0	0	7	0	5	5	15	0	3	4	0	5	4	0	6	0	0	0	0	0	0	2	0	0	6	3	0
78567fab6a3f56698ab8a98857209205	0	0	0	0	0	7	0	0	0	1	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5e24c8b9278f7cbb572dfb0c900a4cb5	0	0	0	0	0	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
08aea9f56209d12ae68b83ecee8b16d1	0	0	0	0	0	7	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0bac64ab12c60e87892553a52af851a5	0	0	0	0	0	6	0	3	3	3	2	4	0	0	0	3	0	11	0	0	0	0	0	5	0	0	2	2	6	0
a9c95bc609a4e745da85366874d0b2cc	0	0	0	0	0	6	0	0	10	0	7	0	0	0	0	23	0	2	0	0	0	0	0	0	15	0	0	0	0	0
2bef2ab8b2e107fe9b75ee8e9ae129e4	0	0	0	0	0	6	0	0	0	0	8	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
f94d8fb72979d527178fea232543596c	0	0	0	0	0	6	0	0	3	17	6	4	0	0	0	22	0	38	0	0	1	0	0	4	9	0	1	6	9	1
edccd9db3ada602236ef60e55fe8f7c9	0	0	0	0	0	6	0	0	1	11	0	8	0	0	0	17	0	39	2	0	0	0	0	0	0	0	0	13	0	0
c7b0ef1a37692ce1c50bc0e52c42818d	0	0	0	0	0	6	0	0	8	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
4665aff2007eefaed2fb8da6533b2076	0	0	0	0	0	6	0	0	0	23	0	20	0	0	0	0	0	0	15	0	12	0	0	13	0	0	0	9	136	13
63554df3c584dd2c08e71748ca992f49	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	1	0	0
a709186b14066c3b9b6029f444d6e4a6	0	0	0	0	0	6	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	3	1
f5880ea48ff3a966fda1afb2f537da12	0	0	0	0	0	6	0	0	1	0	0	0	0	0	0	0	0	1	1	0	2	0	0	1	0	0	0	1	0	0
c1c1c8671aa3be2f8f602e7c619eb77b	0	0	0	0	0	6	0	0	42	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
6da84f0b336b0c0ba372aa86386241d8	0	0	0	0	0	6	1	1	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	3	0	0
98202a697c5fa8cbf815aa51ab14bf4b	0	0	0	0	0	6	0	0	2	1	1	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	1	2	0
648de6582a14e900e405309a7e568ce6	0	0	0	0	0	6	9	9	0	0	0	3	0	84	6	0	1	12	0	0	0	0	0	0	0	0	0	3	0	0
cf13ef507c1bdfe8b75d840174f2847b	0	0	0	0	0	6	0	0	19	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	5	0	0	0	2	0
5b12dd3f3881428629fd77c2459df47a	0	0	0	0	0	6	0	1	2	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ca486fb64af63cb9962f6a77e64ee8e6	0	0	0	0	0	6	0	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
f6ee3f54a3c1d3f2cd13ed2369fd2ddc	0	0	0	0	0	6	0	0	5	13	13	23	0	0	0	0	0	52	1	0	0	0	0	7	44	0	0	15	0	0
6c47ff75740afe249c2eb76a42254e89	0	0	0	0	0	6	1	6	2	3	2	6	1	0	3	3	0	24	0	0	2	0	0	8	2	0	0	15	4	2
a423a5803cf59b1879684a6bc48c9244	0	0	0	0	0	6	0	5	6	21	3	37	0	2	0	0	0	12	29	0	74	0	0	14	10	3	14	12	7	56
09088c248112e86784bc0840ce053873	0	0	0	0	0	6	0	5	3	8	1	9	0	0	4	11	0	2	17	0	9	0	0	0	5	0	1	6	2	1
52bade0befffae4afc8c6e1845e7137c	0	0	0	0	0	6	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
43d9378cb80d11391a0fa8fa4aab801b	0	0	0	0	0	6	0	0	3	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	2	1	0
af7add6f2682a2cd36137802b11ac19b	0	0	0	0	0	6	1	0	7	5	0	5	0	0	1	5	0	1	0	0	1	0	0	20	0	0	54	3	29	55
13eba4bb1246d5305335cdea75c105c4	0	0	0	0	0	6	0	0	1	1	0	5	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	7	6	0
0da5acd85b1848b369d982e9196ff9af	0	0	0	0	0	6	0	0	0	2	0	9	0	0	0	0	0	7	6	0	9	0	0	6	0	0	3	8	15	5
0707b27f67b17c5d0a7fb6438f3a1d4c	0	0	0	0	0	6	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	12	0	0	0	1	0
f772f686d1c01ed9951c37c6a9a4da57	0	0	0	0	0	6	0	0	7	0	9	1	6	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
5026ac4bd78ab0d51fe8176b840e0f2a	0	0	0	0	0	6	0	1	0	2	0	10	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	14	4	0
163cef24db8913e3db618f7580383505	0	0	0	0	0	6	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7c54dc616e31973dcfe69a3a042242bf	0	0	0	0	0	6	3	1	0	0	0	0	0	0	1	2	0	4	9	0	21	0	0	0	0	0	19	0	11	9
ed51a5cd53bfa93fcb0f663567d98f83	0	0	0	0	0	6	0	0	6	7	1	48	0	0	0	0	0	7	0	0	3	0	0	20	0	135	0	57	3	0
4242356bf332eb0283b3bf882371e18a	0	0	0	0	0	6	0	0	1	4	4	2	0	8	0	0	0	0	0	0	0	0	0	0	36	1	0	1	3	0
3ba823fd12687b7b93dde03f4e581967	0	0	0	0	0	6	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0
9027f2f423d594043ceda66bb5495206	0	0	0	0	0	6	0	0	4	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0a78287e6926d8aa437da7183a446a19	0	0	0	0	0	6	0	1	3	2	0	1	0	0	0	2	0	7	0	0	0	0	0	0	1	0	0	2	0	1
578217fcc4362c4f5ec95205cecb18c7	0	0	0	0	0	6	1	3	0	0	2	4	2	0	1	4	0	6	0	0	0	0	0	1	0	0	2	8	11	2
bda688aafa6e72740b0a5a4df5fc5088	0	0	0	0	0	6	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
d5847e051608441e8338ba4b4101eada	0	0	0	0	0	5	0	2	1	3	1	0	0	6	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0
518710c303dc8bbd6df6cb0d9aff6b52	0	0	0	0	0	5	95	0	0	0	1	0	281	0	115	107	0	0	0	0	0	0	0	0	0	0	0	21	0	16
592f87ab92bc6085b5f3d6fc996cde53	0	0	0	0	0	5	0	0	0	3	1	0	0	0	0	0	0	7	14	0	60	0	0	0	0	0	1	2	5	5
87ba6edc9e2ece548d090bebd0844b13	0	0	0	0	0	5	0	0	0	8	0	15	0	0	0	0	0	3	157	0	197	0	0	3	0	0	1	8	2	1
2224dd7b2f37e42a277ebb4a29d78fb7	0	0	0	0	0	5	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0
9d7b6727963cf59bb0f4f374cb042e9e	0	0	0	0	0	5	0	7	36	17	0	1	0	0	63	17	0	37	0	0	2	0	0	4	0	0	4	21	14	12
9ba5e29ef4723961723888f17bc38872	0	0	0	0	0	5	0	0	1	0	0	4	0	0	0	0	0	0	4	0	4	0	0	9	0	0	0	3	0	0
95ea79d3220b109760f7206eddaba1d9	0	0	0	0	0	5	3	0	14	0	45	0	0	3	4	0	0	23	0	0	0	0	0	0	112	0	0	0	0	1
1b243294400d3139e9bfc40a58213a08	0	0	0	0	0	5	1	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	6	0
b06826dd48f180c16b8a533c3b1add0d	0	0	0	0	0	5	0	0	30	0	0	4	0	0	0	0	0	18	0	0	0	0	0	0	8	12	0	3	1	1
9b246403c92b44522c303b7b0c1c88af	0	0	0	0	0	5	0	0	10	0	0	9	0	0	0	0	0	16	0	0	0	0	0	0	0	0	1	1	1	0
1c33c511313a5e6ebe7e831fcaea2dcc	0	0	0	0	0	5	0	7	1	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	3	0	1
ac25b60a7eb29b580a0d4105feba47c6	0	0	0	0	0	5	0	0	0	6	0	6	0	0	0	0	0	11	0	0	0	0	0	2	1	0	4	1	0	1
97b3938cfa4594bb5c1886c181374ae0	0	0	0	0	0	5	0	15	2	21	0	0	0	0	0	4	0	17	1	0	0	0	0	0	0	0	6	0	11	9
f59d79a37bda0cc76e737f5a00acdb00	0	0	0	0	0	5	0	1	17	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0
151b48d8cd2d5e7bfd9100a4e5adb954	0	0	0	0	0	5	1	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	2	0	0
b0d389db72f3f984b4b877bfc31900e5	0	0	0	0	0	5	0	6	25	0	15	0	1	0	0	0	0	22	0	0	0	0	0	0	31	0	0	0	0	0
f4676d94fe73ff99fecde98baf2a4c5a	0	0	0	0	0	5	0	1	0	2	0	2	0	0	0	32	0	1	0	0	1	0	0	3	0	0	0	10	1	2
810f9b3a168591107fe30774799340a4	0	0	0	0	0	5	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	1	0	0	0	0
6519ca6905843eabab5ca027d22c2792	0	0	0	0	0	5	2	1	1	0	7	0	16	0	0	13	0	1	1	0	1	0	0	2	6	0	2	6	16	0
98689086dce0c0c026aa2393fa5d7a8f	0	0	0	0	0	5	0	35	6	18	12	0	7	0	0	12	0	3	0	0	0	0	0	1	29	0	1	17	3	0
0c4ae54c13afebfb347c0fa4ea9d7033	0	0	0	0	0	5	0	2	3	13	1	24	0	0	0	4	0	17	0	0	0	0	0	2	56	0	0	13	59	6
78088a83318a1db5122e580f8ccba343	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
75e0243141426aeb3a0684ed9758305c	0	0	0	0	0	5	0	0	0	0	0	4	0	9	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
b7530b9b9a69bea82267fe911565b9f6	0	0	0	0	0	5	0	0	8	7	3	7	5	0	0	0	0	19	0	0	2	0	0	1	10	0	0	3	6	1
d63f68c3c332ff34f25b3e5bf46c2f65	0	0	0	0	0	5	0	0	0	1	0	0	0	0	1	1	0	7	0	0	0	0	0	0	4	0	0	0	0	0
4915484ddaa4c4c695d613b9a793d1bc	0	0	0	0	0	5	0	12	112	1	4	0	0	7	0	0	0	19	0	0	0	0	0	0	0	0	0	1	0	2
f5cb87cda9573a59b18807df7614d17a	0	0	0	0	0	5	0	3	11	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	9	0	1	2	2	0
a08f43f367c671d8708adcfdb67ad838	0	0	0	0	0	5	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1202b2e03c4ae0d0a4d2d29bbeb08b9c	0	0	0	0	0	5	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	4	2
29ba66c079236f0e8acb993b65d47954	0	0	0	0	0	5	0	0	17	0	0	5	0	0	16	0	0	5	0	0	0	0	0	2	2	0	0	0	1	0
88e7570dc6a80f082806dd95e9377cf6	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0
dfdd71d3f31bd3b479ee86c9e0d3db14	0	0	0	0	0	5	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	1	0	0
d673720ac12b7ea2889268db43877748	0	0	0	0	0	5	0	0	0	0	1	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
beea5d98d58dadcc7c83f212c9b2bddc	0	0	0	0	0	5	0	1	7	4	1	0	0	0	0	0	0	62	1	0	2	0	0	1	4	2	0	3	9	0
ca29de5ff5bcd4337e61b54978637c04	0	0	0	0	0	5	0	1	6	5	1	8	0	0	0	0	0	16	0	0	2	0	0	0	1	0	1	0	3	0
ba4e2fac86564f36c9f812ed667ec760	0	0	0	0	0	5	0	0	1	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
82664b2cd08bf0eb9c4c2fda190b5c67	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	1
