# Constructed from biom file																														
#OTU ID	C021-S239-L001	C022-S245-L001	C002-S256-L001	C003-S262-L001	C001-S250-L001	C041-S228-L001	C011-S268-L001	C023-S251-L001	C043-S240-L001	C052-S252-L001	C051-S246-L001	C053-S258-L001	C042-S234-L001	C031-S257-L001	C012-S227-L001	C013-S233-L001	T011-S235-L001	C033-S269-L001	W011-S259-L001	T021-S241-L001	W012-S265-L001	T041-S253-L001	T031-S247-L001	W021-S271-L001	C061-S264-L001	C063-S229-L001	W031-S236-L001	W022-S230-L001	C062-S270-L001	W032-S242-L001
de215974ec9cfae16a41d5f08a66ca5e	0	2	0	0	0	0	3	0	0	3	0	3	0	2	0	5	0	1	0	0	2	0	0	3	0	0	0	4	5	2
4ff22e5bda7220fef30c23151209a049	0	2	0	0	0	1	0	1	0	3	0	0	0	10	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
bbfa32c9c3e4262e4a01f647f62cf866	0	2	0	0	0	0	0	3	0	0	0	3	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4c5879ca802875435fe704ef42b608d7	0	2	0	0	0	0	0	0	0	0	4	0	0	15	0	0	0	0	0	0	0	0	0	0	44	16	0	0	0	0
06bb018aeb71947c0a1c4d3b7f631ef0	0	2	1	0	0	2	2	2	3	0	0	3	2	1	1	4	0	5	0	0	1	0	0	1	23	0	2	2	2	2
7ca0498133b9910e58b0e3f88da87e61	0	2	0	0	0	0	2	0	0	0	0	0	8	1	1	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0
f6d33a9d7a22a7b34ccce5ae81f2738b	0	2	0	0	0	0	0	2	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
df60b3834f2e91baead0754af0c08646	0	2	0	0	0	6	0	4	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a28641a6b65a70519a615a8dd9951c4c	0	2	0	0	0	0	0	3	0	0	1	0	1	5	1	3	0	3	0	0	0	0	0	0	0	3	0	0	0	0
225ba29c1a33372cab511756014fd5df	0	2	0	0	0	1	0	1	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	2
988e7327a884037643d7e47772900333	0	2	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
cf06289f3c27d1d5b5c4df6d69681c83	0	2	0	0	0	0	0	2	6	0	2	2	0	2	2	10	0	2	0	0	0	0	0	0	5	0	0	5	3	1
77c96eff0782f7e578388dfd379db0a6	0	2	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	2
d8396c1c8cbef39af54464dff50e74b4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fa8586a33d5b91a02c44d9cd3e8ad6de	0	1	0	2	0	1	0	2	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0	16	0	1	0	0
bef44903b5c4165bc7dbaf8fe3403f13	0	1	0	0	0	0	1	4	0	0	0	0	4	28	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7f132742bc65f62dc999202840d8a547	0	1	0	0	1	1	1	0	0	0	0	0	0	1	0	4	0	2	0	0	0	0	1	0	0	0	4	0	1	3
2837bbf4097f549946821f18b3e90b76	0	1	0	0	0	5	0	1	0	0	12	0	0	1	0	0	0	4	0	0	0	0	0	0	13	0	0	0	0	0
851fb50ce6caf1c2ed59506a221ab0c4	0	1	0	0	0	0	0	4	2	0	0	0	1	8	1	2	0	2	0	0	0	0	0	0	17	0	0	0	0	0
66a8d66e059f0909bb0f8eb1ecac0ba2	0	1	0	0	0	1	2	0	0	0	0	2	1	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
23df0523eac09044ec3f6aa70a48c936	0	1	2	0	0	0	1	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1
a86c95e97a4e36899df956dfbab927ea	0	1	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	6	3	5
3062b065d79f516452d378bd527d3eff	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0
0ed01dbbac13f8d6d74202e9e47637d7	0	1	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
29ce90fe2179d55d23a3df1f5b60ed47	0	1	0	0	0	0	0	0	0	3	0	4	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	3	17	1
7a5fd74389ce04822f086c715affabc2	0	1	0	0	0	0	0	13	7	0	0	0	0	6	0	1	0	14	0	0	0	0	0	0	0	0	0	3	0	0
2d3561b64fa2437fb9bdf523fa93a375	0	1	1	0	1	0	1	0	0	4	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b52c3983862cdafaddb6578819dadf70	0	1	0	0	0	0	14	3	0	10	23	0	7	0	22	45	0	0	0	0	0	0	0	0	1	3	0	8	0	1
832746b67a0d0e6a6717417534774390	0	1	0	0	0	0	0	0	0	0	0	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
e803193c06c4cd77bacc093a2e3aa737	0	1	0	0	0	2	0	1	0	1	0	0	0	2	0	1	0	1	0	0	1	0	0	1	0	0	0	1	0	0
c338000396519328f58827ab264d04a5	0	1	1	0	0	0	0	1	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	3
f858b3b000c9d245abc3d2fc0db1df14	0	1	0	0	0	0	1	5	0	0	2	0	0	0	4	2	0	1	0	0	0	0	0	0	0	0	0	6	0	0
093a6a25897ba938316777c8b5a1a53a	0	1	0	0	0	3	0	1	1	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0
d8499982f4a8fbda085f672f0c666294	0	1	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	3	1
df885b27a93b76a4465721a1913a3ff6	0	1	0	0	0	0	0	0	0	0	7	1	32	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	3
41a8a2c2779b102e2ee357df7856b2cc	0	1	0	0	0	75	0	1	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
258399b289ed7437f01b3ee77cefccaa	0	1	0	3	2	0	0	2	0	0	1	0	1	2	2	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0
2aa15ab277f3727806ced431894eea9a	0	1	3	0	0	0	26	0	0	24	0	11	33	1	7	22	0	0	0	0	0	0	0	1	1	15	1	3	4	3
08961f44e91568aebf7f6e5a3e78da77	0	1	3	8	0	0	23	0	0	0	0	15	7	0	0	33	4	0	0	0	1	0	0	4	0	0	1	0	1	5
39b4a2835af73ff25b56b5e87d15fdc2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	1	0	0	5
24c538b9daafbc073421111d8d524297	0	1	5	0	0	0	0	9	0	15	0	50	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	3	3	0
5b89530e8326c74adc987520f68161b3	0	1	0	0	0	0	0	2	0	1	3	0	0	4	1	0	0	0	0	0	0	0	0	1	3	1	0	0	1	0
fe2aa700c32261a8c16bc64d0de8b4de	0	1	0	0	0	0	0	1	0	1	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
31284debd6a8c205febf760254a9aeeb	0	1	1	0	0	2	2	1	3	0	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0
bbead0b2bcb55fc5871af7a73fbab5c5	0	1	0	4	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	3	1	0	1	0	0	1	0	0	0	0
f7fa52cc5693da0c81e4d7bcd480587e	0	1	0	0	0	3	0	2	6	0	3	0	0	0	7	1	0	2	0	0	0	0	0	0	13	0	0	0	0	0
aa6f50833e0391cad83434c457d326eb	0	1	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	3	3	0	1	0	0	3	0	0	1	0	0	0
b5c03ea2785ca08ff5b36ce99c3f8ae4	0	1	0	0	0	0	0	1	0	0	0	0	0	11	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0
e35cf0d4b1ad15322d030b64dfdbbe13	0	1	0	0	0	10	2	1	0	6	0	0	0	0	0	0	0	10	0	0	0	0	0	0	2	0	2	0	0	0
9f9ef24027a03f55730698cba9a8921d	0	1	0	0	0	4	0	2	0	0	0	2	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
566f531e1a93afd5e8f897113805408a	0	1	8	3	5	1	4	4	0	2	0	1	0	4	9	2	7	5	0	0	3	0	0	0	0	0	0	3	0	0
f98209cab987284d5ce37dd08aaf5178	0	1	4	5	2	0	2	1	0	0	0	0	0	0	0	0	6	0	0	1	0	0	1	0	0	0	0	1	0	0
f77231ecdb14f5ceb26b85feb1d760b1	0	1	0	0	0	12	0	0	0	4	0	1	0	0	0	0	0	1	2	0	2	0	0	4	0	0	0	5	1	1
62b3ce86e245fb5c8039b23c56701ac5	0	1	0	0	0	0	0	1	0	0	0	2	0	15	0	0	0	2	0	0	0	0	0	1	0	0	0	1	0	1
97b7fe875388a59ecc2d9d0e1002a81d	0	1	0	0	0	0	0	0	1	0	1	0	0	0	12	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0
8249e1251b6f6d38c6fa515979180fc7	0	1	0	0	0	0	0	1	1	1	8	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
db95d39b1e166f581c294cf2349cfb12	0	1	1	0	3	1	7	3	3	0	0	3	0	5	2	4	2	2	0	0	1	0	0	0	0	0	0	3	1	1
c3375e8e6aaf32736ba920e382941ef2	0	1	0	0	0	0	3	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
46a1e297760d0657ba24fd1f2bc4c95f	0	1	0	0	0	0	5	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0
a6a85902d1b44461f1d7a5bb46f437be	0	1	0	0	0	3	2	3	1	9	0	12	0	0	0	4	0	13	2	0	11	0	0	12	0	0	0	40	0	4
fe0c8496c2f4e8b422a595c3b9f416bb	0	1	0	0	0	0	10	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
f44fd5840f1dfd47416f3766b101d0f5	0	1	0	0	0	0	0	0	0	2	0	1	2	0	1	0	0	0	4	0	3	0	0	8	0	0	3	19	9	10
659acdb201cf7fd3f962da3cbc793464	0	1	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
45615ad2812a38ef56151a07b806e51b	0	1	5	1	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0
51fb4fa8d99aa6f027476c96e51204ed	0	1	0	0	0	0	0	4	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	3	0	0
1272da2f7b150da43728dc857824648e	0	1	0	2	0	0	6	3	0	0	2	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
46624b675457a4b6bc89879b5a68d17e	0	1	0	0	0	0	0	6	2	3	0	0	1	0	1	5	0	1	1	0	0	0	0	1	0	0	0	1	0	0
5042deef1d727e99bf2755e10f52934a	0	1	0	0	0	13	0	9	0	9	10	0	0	14	0	0	0	1	0	0	0	0	0	0	0	0	1	3	1	9
2ee8fb897abf1c9bb34367df3174a6a3	0	1	0	0	0	2	0	3	0	11	7	1	8	34	0	0	0	0	0	0	0	0	0	0	32	11	0	1	3	0
1107e1a7748426e1aa223d1f50643626	0	1	0	0	0	0	1	0	0	0	0	0	2	0	3	3	0	0	0	0	0	0	0	0	0	0	0	1	0	1
4af6de7db038ed21f94a69b8fd2955a6	0	1	0	0	0	52	0	0	0	1	2	0	0	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
807acd0672c8c105ca38c2e2e055701d	0	1	2	0	0	0	122	0	0	1	0	0	1	0	52	23	0	0	0	0	0	0	0	0	0	0	0	6	0	0
e0cd9f28ebf9caab2aaa98c532744d3f	0	1	0	0	0	0	0	2	2	0	0	0	0	1	1	0	0	14	2	0	0	0	0	1	1	4	0	0	1	2
962e63ec2c381ba4219b6fee37c80b65	0	1	2	3	2	1	7	4	0	0	0	0	0	0	18	3	0	0	0	0	0	0	0	2	1	0	1	1	0	1
67abf02ed2508e0fba1fc021d9baf47c	0	1	0	0	0	2	0	0	2	2	1	0	0	3	2	2	0	2	0	0	0	0	0	1	2	1	2	0	0	0
b5619105907310b30b22fb4d04eb2ec4	0	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
97e508dd97181d753af9ad78c1ba9270	0	1	0	0	0	0	0	0	0	0	6	0	0	0	0	2	0	0	0	0	0	0	0	0	9	0	0	0	0	0
2fb0b3cb394985f04a9cf972dccfc1e1	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	5	0	0	0	0	0	0	1	0	0	0	0	0
7f2b4b7045a9639930f13a2c88293d7d	0	1	0	0	0	2	0	0	2	4	4	9	0	0	0	0	0	12	0	0	2	0	0	0	24	0	0	12	0	0
fa6697d872b1d650aee463ab9c1a3657	0	1	0	0	0	0	1	7	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
434d2261d77db9a4e90533c9025dd4f8	0	1	0	0	0	0	3	5	0	1	0	1	0	1	2	2	0	0	0	0	0	0	0	4	1	0	5	4	2	11
7b7b1bea8888cdfd5a151cb862d6d5d8	0	1	0	0	0	0	1	0	0	0	0	1	2	5	2	0	0	0	1	0	0	0	0	0	1	1	0	1	1	0
7dfe8963dbb6c47116becf2e21ff87ab	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	2	0	5	0	0	0	0	0	0	1	0	0
a292643c63e6bb4ccb102336b5658600	0	1	0	0	0	3	0	0	0	1	0	0	0	6	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0
95483fb83d626fd85c764288acda35ac	0	1	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
223ea4949c4e058f450ad2e8877dc0a6	0	1	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	9	0	0	0	0	0	2	0	0	0	5	0	0
f7db7ab53135bcb8ade163974178ab3f	0	1	125	15	7	3	23	0	0	3	0	9	0	0	35	6	1	0	3	0	0	0	0	1	0	0	0	0	42	19
7ea9325a69cf8fb5ddf0be4c62b1074c	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0
25abc46094245a88e6fd40fd3590379e	0	1	0	0	0	5	0	1	5	9	0	26	1	1	1	2	0	8	1	0	0	0	0	5	0	0	2	6	1	2
a4da7364a8a2d91a5a7877274c88042e	0	1	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8d791c424f5f5dd0de14fd655bbb6e27	0	1	0	0	0	5	0	0	0	0	1	0	1	9	0	0	0	7	0	0	0	0	0	0	0	2	0	0	0	0
2ebe5e9aff57680041f50d873317f4e0	0	1	0	0	0	0	8	0	0	0	0	0	0	0	4	1	0	0	1	0	0	0	0	1	0	0	0	1	0	1
072b0c0aaa8322f6e1fdc4e7e8097a97	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	10	0	0	0	1	0	1
7d73fd6263970218444c92c259cd71a4	0	1	1	0	2	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0
882443e66be9fdb59e90f333ee90f77b	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	1	0	2
6c92957cc1acbb5c80bbe9bd16e900c2	0	1	0	0	0	0	4	0	2	1	0	1	0	2	7	2	0	0	0	0	0	0	0	0	0	0	0	2	7	0
df61096f3e201e113d79f64356def947	0	1	0	0	0	2	0	0	4	0	1	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6bbc3bf934d03c50ae4a767934de9d20	0	1	0	0	0	0	0	1	2	1	0	1	0	10	0	0	0	2	0	0	0	0	0	0	0	3	0	1	0	1
445a0471b912204998a920511e0904b3	0	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	0
ef1681a555b1f5afdb0e840ac345f202	0	1	0	0	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	22	0	29	16
2e94db161cc25e2fd29501929f5d4e8f	0	1	0	0	0	0	0	0	0	14	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	4	5
84fad68aa55aa25df54e13ad67d8ff22	0	1	0	0	6	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	2	0	0	2	0	4	0	2	0	0
b10206d1015475fbd844a0f0ddfb001d	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	3	0
fe312a4db8ee9320a459b81a343f9bc6	0	1	0	0	0	0	2	3	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0
fdfe56e7c6e72ddd439f4857fc7a8c6d	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	9	0	0
2abe534b92a64f75ce4e5245ae6a2354	0	1	0	0	0	1	0	4	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0
2ac06e8a3a833bc144147304a5924ac0	0	1	3	4	0	0	1	0	0	4	0	1	0	0	0	5	0	0	0	1	0	0	0	0	0	0	2	0	0	0
07091a4960a11f9680d4c737274f33d8	0	1	0	0	0	0	0	0	0	0	0	1	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ab2d59bed9f180fe5cb2f8622b4c9565	0	1	0	0	0	0	0	0	0	0	0	0	0	22	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
595468ce744c6218fbeb8e90e132d123	0	1	0	0	0	0	0	0	0	2	0	0	0	2	0	4	0	1	0	0	0	0	0	0	2	0	0	0	0	0
16e34f0691d1128b5fd70cef3169bfe9	0	1	0	0	0	0	0	0	4	0	0	0	0	24	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a273d66428c00f7945f196d9e8b00504	0	1	0	0	0	0	0	0	2	12	9	0	0	5	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0
9bd6f607a00263fc3a79a6730b981898	0	1	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	2
20df85f18a6f6b7dbb71ce7666187144	0	1	0	0	0	0	0	2	0	0	1	7	0	0	0	0	0	6	0	0	0	0	0	1	0	0	0	1	1	0
163be702210acc7512733723865f3803	0	1	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	8	0	0	7	0	0	2	0	0	1	2	1	1
908bea226c73ba124c1e5b75a2433189	0	1	0	0	0	0	0	10	0	0	7	0	0	2	22	7	0	0	0	0	1	0	0	0	0	0	0	0	2	1
02863461c4dded506ef09e5c6d63c4f5	0	1	0	0	0	1	4	2	0	0	1	1	0	1	1	0	0	0	0	0	2	1	0	0	0	0	3	0	0	0
47b9baff498624de571dbc1a5e8fc718	0	1	0	0	0	0	11	1	0	23	0	5	0	0	3	9	0	0	0	0	0	0	0	0	0	0	0	8	1	1
250e4c6614286375413512e08115c29b	0	1	0	4	0	0	0	0	1	1	0	0	0	0	0	2	0	1	0	1	1	1	1	1	0	0	0	0	4	1
1897b306a104dd8a4dc0fe0aa510e389	0	1	0	0	0	1	0	1	0	2	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
fdcf9bdec3653c37f99a140fb0d25689	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	8	0	0	0	1
4144f469246dd6ae109c4779e29f3608	0	1	2	0	0	0	2	0	0	0	0	1	0	2	2	5	0	0	0	0	0	0	0	0	0	0	1	1	0	2
10b4e347c2183bad5237e594972b2690	0	1	0	0	4	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1
6fc0f1ff57e0162d7b85491865233210	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0
ba5ec3ea5129edc3dbdfccb28465b0f5	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	2	0	0	3	0	0	0	2	0	0	1	0	0
bc3890035efba8ba67af557f5e6da6c7	0	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
77b9a3412681ff2f7e9d47f418faf2c2	0	1	0	4	2	16	0	0	0	0	0	0	0	0	0	0	0	0	1	0	51	0	1	3	1	0	5	23	0	64
0d14044408e3a9223a4fc9b8d73c24fb	0	1	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0
1e2845b104efbee6761252dea57d1e40	0	1	0	0	0	4	0	0	0	0	0	0	0	1	2	1	0	1	0	0	2	0	0	2	0	0	0	4	0	0
7688e01084af7e4241e7c6ea9cdcfda3	0	1	0	0	0	0	0	0	0	0	0	6	0	0	0	2	0	0	2	0	1	0	0	3	0	0	0	3	1	0
82911b802ac1a53d7b6bd05b70f21d58	0	1	0	0	0	1	0	2	0	0	1	0	0	16	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
d91ef083592c89e17ca8484abebdf556	0	1	5	1	1	1	16	0	2	2	0	2	0	0	7	8	0	0	0	0	0	0	0	0	1	1	3	0	4	1
b9f4078001ebd2b2d8ea4c9ada8417a0	0	1	0	0	0	0	0	3	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
13cdb834f3b9e97780550400fed936e3	0	1	0	0	0	0	6	0	0	0	0	0	0	0	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1
933cdfa91acfcee820c7ebc6cf05f088	0	1	0	0	0	0	0	0	5	3	0	1	0	0	0	0	0	1	0	0	1	0	0	2	8	0	0	1	1	0
0cbd132c363b92c948cdc599327fe127	0	1	0	0	0	0	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abdb9a39793270377ffcaf7674262c54	0	1	0	1	1	2	1	4	1	4	0	1	0	2	0	3	0	1	0	0	2	0	0	0	2	0	0	2	0	4
994681019ff2961540d1c152053f5fd1	0	1	0	0	0	0	3	0	1	0	0	1	6	1	0	8	0	0	0	0	0	0	0	0	0	0	0	3	0	0
ea256118177b35de307d65daf86c4cb6	0	1	0	0	0	0	0	1	0	0	3	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	3	2	0
a2358ac87c4577ffe8b2da4345ea392e	0	1	0	0	0	0	7	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d9c729d13994764955774fff6f40624d	0	1	1	0	1	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0
8d17d73b36c2c7e2f6dd61e9bd237973	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	2	0	0	6	0	7	0	1	2	3
63f6d4416cf67daa3393c540702db4c8	0	1	0	0	0	0	0	4	0	0	2	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0602f2e8f92cbe877df852893f68fb4e	0	1	0	1	0	0	3	0	0	2	0	5	15	1	1	4	0	0	0	0	0	0	0	2	0	0	1	8	2	0
256f2771f95b5c72176cee94eced450a	0	1	0	0	0	0	0	0	0	0	0	0	0	7	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1
d68f8da45d41a2f648b1748e195d8bfe	0	1	0	0	0	1	0	0	6	0	0	0	0	0	0	13	0	8	0	0	0	0	0	0	0	0	0	0	0	0
e2f144605369f15f2578ce30f362d98a	0	1	0	0	0	12	0	6	13	2	9	2	0	1	4	18	0	39	1	0	2	0	0	0	17	0	1	0	6	0
7f02d07f9eb3f87e5b2159c3ad7696fa	0	1	0	0	0	0	1	0	0	0	0	0	0	4	11	13	0	1	0	0	0	0	0	0	0	0	1	0	0	0
5df260bff74f40bea231e0d2533a527b	0	1	3	0	0	0	9	3	1	0	0	4	1	6	10	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6158275981fdd77a6112773a5e042ba5	0	1	0	0	0	0	0	1	0	2	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	2
6d52c9d3e151d0446656a20ded9265ce	0	1	1	0	0	5	1	3	0	0	3	0	0	4	0	11	0	0	0	0	0	0	0	0	0	0	2	0	0	0
3cec6f3c86a236c77444ceb3567a038f	0	1	1	15	0	3	0	4	3	1	0	0	0	0	0	1	0	9	0	0	0	0	0	0	0	0	0	4	1	4
ea9a1a5b8fbb17c5781c514cf0823e61	0	1	0	0	0	1	0	20	14	5	12	9	0	0	21	6	0	50	0	0	0	0	0	2	44	20	0	11	2	5
b3ea6f0a70c4562d2299242e15ef7770	0	1	0	0	0	1	2	2	2	1	0	1	0	0	0	4	0	0	0	0	0	0	0	1	0	0	2	3	1	2
b1547014ad35910f2f2bfed33e9067f0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	2	2	0	0	0	0	0	0	0	0	0	0	1	3	1	0
bb956f17d0d672b28aafe8b2dc829273	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	3	0	0	0	0	1	0	0	0	2	0	0
b081cdefc69604cd6c3584b2d11f8f7a	0	1	0	0	0	1	0	0	1	0	6	0	0	0	1	1	0	0	0	0	0	0	0	0	2	4	0	1	0	0
09eede38a72addd73832f1641fe5596b	0	1	0	0	0	1	0	1	0	0	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	2	0	0
86259605cf709ce820246c95998681a2	0	1	0	1	0	0	1	5	0	0	0	0	0	0	2	0	0	4	0	0	1	2	4	1	0	0	0	5	0	3
fa3db44b17b898481cd4e18117a0a518	0	1	0	0	0	0	0	8	1	1	1	7	1	10	0	0	0	1	1	0	0	0	0	4	2	26	1	6	5	0
68d2c53bd9ffcb6b1ae4c72002fbd2c6	0	1	0	0	0	1	0	1	4	5	4	2	0	7	0	0	0	0	0	0	0	0	0	0	2	5	0	4	1	2
09ed342aae69dc0b5d251361a5ffc13d	0	1	0	0	0	0	0	3	0	1	0	2	0	2	0	0	0	5	0	0	0	0	0	0	0	1	0	0	1	0
2e03df439c542de93e1b41308ee235e8	0	1	0	0	0	2	0	0	0	7	4	0	0	2	0	10	0	6	0	0	0	0	0	0	0	0	0	7	0	2
f3f7fce1770a184cccdcd7beda4d5d00	0	1	0	0	0	0	5	0	0	0	0	0	0	4	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
b10f195f5d8a6e57e6e3ac206fa11596	0	1	5	0	1	0	4	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d85b13ff7c1771217e14452a44cc8620	0	1	0	0	0	1	0	2	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70c0a01ff4925b47e7000dbf0fcd54d5	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	6	0	0	1	0	0	0	1	0	3
