Feature ID	Taxon	Confidence						
6af46e48094e46d71fa1bf7502efc7f6	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__	0.9791120383826255
d1b4f92c70d5ec0ca1b1aa0870d336d4	d__Bacteria	p__Planctomycetota	c__Planctomycetes	o__Pirellulales	f__Pirellulaceae	0.9999475491336267		
aa20e1b83be56d7cc65c27fb98e899aa	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	0.9999646991836599			
004a405dcc4af96348cf542a1918393e	d__Bacteria	p__Acidobacteriota	c__Vicinamibacteria	o__Vicinamibacterales	f__uncultured	g__uncultured	s__	0.9995382624567937
0fece722587fec03d51200575205cf5f	d__Bacteria	p__Planctomycetota	c__Planctomycetes	o__Planctomycetales	f__Rubinisphaeraceae	g__SH-PL14	s__	0.9999844101507651
5c19ca57f479158414abfa56cf5888a3	d__Bacteria	p__Planctomycetota	c__Planctomycetes	o__Gemmatales	f__Gemmataceae	g__uncultured	s__	0.9662592743980487
b5c30b69c33ef2a0083cb734487e9229	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Nitrosomonadaceae	g__966-1	s__	0.9874801349282364
4035f2a413e008479eef0adb671ffb8d	d__Bacteria	p__Acidobacteriota	c__Vicinamibacteria	o__Vicinamibacterales	f__uncultured	g__uncultured	s__	0.999989232
c58855f676f9df953f1b31e6f15efa81	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	0.9999979627371138		
a24464bbe532373994957c3cb06e91cc	d__Bacteria	p__Acidobacteriota	c__Vicinamibacteria	o__Subgroup_17	f__Subgroup_17	g__Subgroup_17	s__	0.9999992356057783
a6a2a33f8953d42a0649f541928d39c4	d__Bacteria	p__Actinobacteriota	c__Thermoleophilia	o__Gaiellales	f__Gaiellaceae	g__Gaiella	s__	0.900490385
cb0bb7fdd8d29141a5a3fb77f6d6f216	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micrococcales	f__Microbacteriaceae	0.9998738826567165		
4edc01a177c2d0b50639f825f92561f9	d__Bacteria	p__Gemmatimonadota	c__Gemmatimonadetes	o__Gemmatimonadales	f__Gemmatimonadaceae	0.9989675559667655		
dec037ecd46b02869d300f289e86584e	d__Bacteria	p__Planctomycetota	c__Planctomycetes	o__Gemmatales	f__Gemmataceae	g__Gemmata	s__	0.9312228591442547
a0ee7f50f68dc2a4510337ef3bd781ba	d__Bacteria	p__Planctomycetota	c__Planctomycetes	o__Pirellulales	f__Pirellulaceae	g__Pir4_lineage	s__	0.9927880575940387
dbd6d87bab086031fc0d8ca0dda20bcd	d__Bacteria	p__Planctomycetota	c__Planctomycetes	o__Gemmatales	f__Gemmataceae	g__uncultured	s__	0.9435969239635662
884844485895a4980b4ce457f93de36e	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Methyloligellaceae	g__Methyloligellaceae	s__	0.9204998545321291
3299acae7bd5b8ac735ffedef7366376	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Propionibacteriales	f__Nocardioidaceae	g__Nocardioides	s__	0.7053005930664719
348587de1c1500876a236043075d88c1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__Terrimonas	s__	0.9695720026141611
bf6291441882884fd4ab81dbba07ac22	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiales_Incertae_Sedis	g__uncultured	s__	0.971748253
235d36ab819c7bd75c17b68d0dfbb9c3	d__Bacteria	p__Planctomycetota	c__Planctomycetes	o__Gemmatales	f__Gemmataceae	g__uncultured	s__	0.8701696543836882
6fa41e14beb03fe2c92f14f0bf8679fb	d__Bacteria	p__Planctomycetota	c__Planctomycetes	o__Gemmatales	f__Gemmataceae	g__uncultured	s__	0.7880584420892376
fd8c7f1886cb513198ffd27619c73d97	d__Bacteria	p__Planctomycetota	c__Planctomycetes	o__Pirellulales	f__Pirellulaceae	0.9975633213786568		
384d0a7396d1984c453d1dd867de4112	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Bryobacterales	f__Bryobacteraceae	g__Bryobacter	s__	0.9172903530628395
0b07f95257eed6dd5148532883a31941	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Nitrosomonadaceae	g__MND1	s__	0.9999994342709793
e972f3a35bf4a6cc5cc2f9a1b81b23cf	d__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__Nitrososphaeraceae	s__	0.9989373783717617
0bec246ea49aa064c1ca19916d01ad01	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	0.9996232393390084				
2735a6a8b4cf6f73891c4738e4b902ce	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Propionibacteriales	f__Nocardioidaceae	g__Marmoricola	s__	0.9290599512123239
061f883ba6089f0748b8933cde9afdc0	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Cytophagales	f__Microscillaceae	g__Ohtaekwangia	s__	0.7044949709415375
ecf005f7f280e28cca69682a2ea2559e	d__Bacteria	p__Gemmatimonadota	c__Gemmatimonadetes	o__Gemmatimonadales	f__Gemmatimonadaceae	g__uncultured	s__	0.8483889050448729
8021fb76885f40ed3c93abf6861d61e8	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Bryobacterales	f__Bryobacteraceae	g__Bryobacter	s__	0.9190765970253404
2fe43b3ef2872c33d826abb8ecdbd004	d__Bacteria	p__Gemmatimonadota	c__Gemmatimonadetes	o__Gemmatimonadales	f__Gemmatimonadaceae	g__uncultured	s__	0.9775919447800235
140ba8145fc85a39efbb9299476867ec	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__	0.9851356406992238
cea3336c5a74b74236856f309a0f1e7b	d__Bacteria	p__Actinobacteriota	c__Thermoleophilia	o__Gaiellales	f__Gaiellaceae	g__Gaiella	s__	0.97978717
caea0ed0e62b0fc1d7caebaa3877521f	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micrococcales	f__Microbacteriaceae	g__Agromyces	s__	0.7483519304487216
07eb9529d4c3c1384141e923ec010092	d__Bacteria	p__Planctomycetota	c__Planctomycetes	o__Pirellulales	f__Pirellulaceae	g__Pirellula	s__	0.9964855963585872
b1db41e0bf5b40e6f291673ec92d011e	d__Bacteria	0.9999999993001809						
7eb660c37022d02c38f4fc6eb67bc7dd	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	0.999918898		
8bd362fd1507ba5b484192f5f067e886	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Reyranellales	f__Reyranellaceae	g__Reyranella	s__	0.9999995201141887
dc2b2da1b8cd5396d6d931d925c7bf52	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Nitrosomonadaceae	g__MND1	s__	0.9999775970698153
563276469e1e20af63b7a7663150b39b	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Saprospiraceae	g__uncultured	s__	0.9558287569055092
6128272d92e62d161d75e215db90fd78	d__Bacteria	p__Bdellovibrionota	c__Bdellovibrionia	o__Bdellovibrionales	f__Bdellovibrionaceae	g__OM27_clade	s__	0.9981036720720144
46299c553d214e78e44398a6c5116846	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Amaricoccus	s__	0.9049167537536386
656d37ef9a6367f48601dd39d8246456	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Comamonadaceae	0.9999978359515358		
8cd72956eb3ce77c62f5d6731d4abb63	d__Bacteria	p__Planctomycetota	c__Planctomycetes	o__Gemmatales	f__Gemmataceae	g__uncultured	s__	0.9707182171770304
ff6344a060f6d6af5cd7096a4877bf44	d__Bacteria	p__Sumerlaeota	c__Sumerlaeia	o__Sumerlaeales	f__Sumerlaeaceae	g__Sumerlaea	s__	0.9989892844100081
0a11b454acc374f84aca24c81f71ce31	d__Bacteria	p__Latescibacterota	c__Latescibacterota	o__Latescibacterota	f__Latescibacterota	g__Latescibacterota	s__	0.9548303113683819
241e316ecf8507e2de782ec6d73e3c4f	d__Bacteria	p__Actinobacteriota	c__Thermoleophilia	o__Gaiellales	f__Gaiellaceae	g__Gaiella	s__	0.9793698890024923
5530801ff53fda3d1f4f59a9dcf93624	d__Bacteria	p__Chloroflexi	c__P2-11E	o__P2-11E	f__P2-11E	g__P2-11E	s__	0.9999999937807048
b51fefdaae5a2779cc893094e65ba4c2	d__Bacteria	p__Planctomycetota	c__Planctomycetes	o__Gemmatales	f__Gemmataceae	g__uncultured	s__	0.9960215670760467
46e61eaf1366d7a9187123516f8850e4	d__Bacteria	p__Planctomycetota	c__Planctomycetes	o__Gemmatales	f__Gemmataceae	g__uncultured	s__	0.974939051
811f8c34b618cd9cf7ff4bcef8d27ce8	d__Bacteria	p__Acidobacteriota	c__Thermoanaerobaculia	o__Thermoanaerobaculales	f__Thermoanaerobaculaceae	g__Subgroup_10	s__	0.9989677049754221
14a9ac7af6327351309cadee90aed934	d__Bacteria	p__Planctomycetota	c__Planctomycetes	o__Pirellulales	f__Pirellulaceae	g__uncultured	s__	0.9098086341956378
cb7f334a3e2a46466b46a472f525f031	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Nitrosomonadaceae	g__MND1	s__	0.9999412127049547
0778ba14a005e13f08f66af068fc2b29	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Comamonadaceae	0.999999289		
e03b5894686b6e75fe497fd4663b881e	d__Bacteria	p__Chloroflexi	c__Anaerolineae	o__Anaerolineales	f__Anaerolineaceae	g__UTCFX1	s__	0.9999993305374882
01aad5dc46080ac7ee6608464153776b	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Gammaproteobacteria_Incertae_Sedis	f__Unknown_Family	g__Candidatus_Ovatusbacter	s__	0.9998263764032782
70ae413bfdfb071f9bb0b47a9c025090	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__uncultured	g__uncultured	s__	0.9991512631123096
8150c04a003988f9f88744e9baf3367c	d__Bacteria	p__Acidobacteriota	c__Vicinamibacteria	o__Vicinamibacterales	f__Vicinamibacteraceae	g__Vicinamibacteraceae	s__	0.8661899306018526
e2b6ebe92d23c4794d285294493b38d7	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__CCD24	f__CCD24	g__CCD24	s__	0.9989580499568002
f62e50dc384f26ca02c0d5f1ca8f3974	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	0.9955840483830714		
cc8a1cb65b9b6cea8f906d9c7115c1cd	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Pseudonocardiales	f__Pseudonocardiaceae	g__Crossiella	s__	0.9987566803080188
2be9d337c5fc0e4be88c6b7f8ad0ae0a	d__Bacteria	p__Planctomycetota	c__Planctomycetes	o__Planctomycetales	f__Rubinisphaeraceae	g__SH-PL14	s__	0.9953059098816848
d143ee8d3e542d2ba470d04ece1fdcb1	d__Bacteria	p__Acidobacteriota	c__Vicinamibacteria	o__Subgroup_17	f__Subgroup_17	g__Subgroup_17	s__	0.9999908199683193
2532001974dd60c718008ba5cf96f0de	d__Bacteria	p__NB1-j	c__NB1-j	o__NB1-j	f__NB1-j	g__NB1-j	s__	0.9944561106005291
f45fe6bc2d4da30dd9cbcfa24eed1127	d__Bacteria	p__Acidobacteriota	c__Vicinamibacteria	o__Vicinamibacterales	f__Vicinamibacteraceae	0.9991176799145879		
1ce0c86061136d6df0af5a201d142c40	d__Bacteria	p__Planctomycetota	c__Planctomycetes	o__Gemmatales	f__Gemmataceae	g__Gemmata	s__	0.9864691541512951
99fb834120bfb7e4034b32923a3a84c6	d__Bacteria	p__Planctomycetota	c__Planctomycetes	o__Gemmatales	f__Gemmataceae	g__Fimbriiglobus	s__	0.9925347259391353
b2da129225b857d88effc182912a5042	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	0.9999655289640544				
adcc10393f26de6780e4c9aac8f29fa6	d__Bacteria	p__Planctomycetota	c__Planctomycetes	o__Gemmatales	f__Gemmataceae	g__uncultured	s__	0.9892105271343251
68ca75b18b988ce8d0a884c53e25e113	d__Bacteria	p__Acidobacteriota	c__Blastocatellia	o__Pyrinomonadales	f__Pyrinomonadaceae	g__RB41	s__	0.7760744197849769
aeafc9f68a5f498aa9538c18a1032a4e	d__Bacteria	p__Acidobacteriota	c__Blastocatellia	o__11-24	f__11-24	g__11-24	s__	0.9997049047375517
2b6ebb67e471b5568f223580a60f7b48	d__Bacteria	p__Acidobacteriota	c__Vicinamibacteria	o__Vicinamibacterales	f__uncultured	g__uncultured	s__	0.9999813930935713
cc854c29b79747204aaa63f745956906	d__Bacteria	p__Acidobacteriota	c__Vicinamibacteria	o__Vicinamibacterales	f__uncultured	g__uncultured	s__	0.9997376430756996
b1f76d24eafafd6e7fe339394c9abc82	d__Bacteria	p__Acidobacteriota	c__Vicinamibacteria	o__Vicinamibacterales	f__uncultured	g__uncultured	s__	0.9881791408428611
c0cabc74afdded4c310a8bbee311ff70	d__Bacteria	p__Armatimonadota	c__Armatimonadia	o__Armatimonadales	f__Armatimonadaceae	g__Armatimonas	s__	0.9564099062628862
a942c01aeb19b3766789ce5ef18b15bb	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	0.9979643209826037		
bad16d726f459324862a31a7327d5b4d	d__Bacteria	p__Acidobacteriota	c__Vicinamibacteria	o__Vicinamibacterales	f__Vicinamibacteraceae	g__Vicinamibacteraceae	s__	0.9628212842530371
d9a0a505be83964b05ab6d761e805983	d__Bacteria	p__Actinobacteriota	c__Thermoleophilia	o__Gaiellales	f__Gaiellaceae	g__Gaiella	s__	0.9602649950403284
93ea47a13789f4ffb86ec70b2c3a5972	d__Bacteria	p__Planctomycetota	c__Planctomycetes	o__Gemmatales	f__Gemmataceae	g__Gemmata	s__	0.9690471240998144
ec8b1404176340772bc45dbc5addb6c9	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Gammaproteobacteria_Incertae_Sedis	f__Unknown_Family	g__Acidibacter	s__	0.987573696
ddfcc69b8b3b3f985c28e037e2c888a2	d__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__Candidatus_Nitrososphaera	s__	0.9368488799046828
9b79a64a1d5e49deb58646c9b13c6b6c	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__Ferruginibacter	s__	0.9575408690395363
4583c792990f4afc56e70852ae43e28f	d__Bacteria	p__Planctomycetota	c__Planctomycetes	o__Gemmatales	f__Gemmataceae	g__uncultured	s__	0.9937652331018231
6f236b50052f910df7b6ba1cc161bf1f	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Corynebacteriales	f__Nocardiaceae	g__Rhodococcus	s__	0.9985271765034268
3d5e00b687a82b853080353085378765	d__Bacteria	p__Planctomycetota	c__Planctomycetes	o__Pirellulales	f__Pirellulaceae	0.9999292428765458		
bece883c53919fe1c9c838893e9c054c	d__Bacteria	p__Gemmatimonadota	c__Gemmatimonadetes	o__Gemmatimonadales	f__Gemmatimonadaceae	g__uncultured	s__	0.9984576709833507
1a73a46b1efdb84fad33b85da16813f7	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Corynebacteriales	f__Mycobacteriaceae	g__Mycobacterium	s__	0.9999368854326042
400c6f62fb5c2ce803a3ab81f6178200	d__Bacteria	p__Acidobacteriota	c__Blastocatellia	o__Pyrinomonadales	f__Pyrinomonadaceae	g__RB41	s__	0.889945867
d19ddf32742cb71856f3ada0fb286570	d__Bacteria	p__Planctomycetota	c__Planctomycetes	o__Gemmatales	f__Gemmataceae	g__uncultured	s__	0.7109143893736318
730d0cae76f3cea6ecf88f4107c91fca	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Comamonadaceae	0.9999855170664623		
7dd02085bd4e3d84e530b3589f53f471	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Comamonadaceae	0.9999960379401621		
1fbdaee3da0f5a324b33393a9013accc	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	g__Pedomicrobium	s__	0.9995296809386065
ee97ad5c065cf77be45a62d3bccdc2aa	d__Bacteria	p__Acidobacteriota	c__Vicinamibacteria	o__Vicinamibacterales	f__uncultured	g__uncultured	s__	0.9976599041936536
bc6fc1c368d4729853427cc8d091deb3	d__Bacteria	p__GAL15	c__GAL15	o__GAL15	f__GAL15	g__GAL15	s__	0.9999916697493855
5c7b84f7949c26ec7ce8bd3590657b9b	d__Bacteria	p__Planctomycetota	c__Planctomycetes	o__Gemmatales	f__Gemmataceae	g__uncultured	s__	0.9947098701503162
99bdfd6fcaa46146e1314da8e356efcb	d__Bacteria	p__Acidobacteriota	c__Subgroup_22	o__Subgroup_22	f__Subgroup_22	g__Subgroup_22	s__	0.9985445656407118
79d8fd1a30201c9474b1fb1ed1391f23	d__Bacteria	p__Gemmatimonadota	c__Gemmatimonadetes	o__Gemmatimonadales	f__Gemmatimonadaceae	0.9997480307828515		
b94455c270446ada8ef8d1ba5053515d	d__Bacteria	p__Planctomycetota	c__Planctomycetes	o__Isosphaerales	f__Isosphaeraceae	0.999938183		
a55c7d2d0df7204f879e2fd73097f564	d__Bacteria	p__Chloroflexi	c__Chloroflexia	o__Thermomicrobiales	f__JG30-KF-CM45	g__JG30-KF-CM45	s__	0.9998752173216797
8debddf280790de36c53b681029af67c	d__Bacteria	p__Latescibacterota	c__Latescibacterota	o__Latescibacterota	f__Latescibacterota	g__Latescibacterota	s__	0.9298342296134603
1acd8a830934273e81388115b30e9ba2	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Comamonadaceae	0.9998676870961472		
805940a5eec51d55adc4d77aa9beb811	d__Bacteria	p__Acidobacteriota	c__Vicinamibacteria	o__Vicinamibacterales	f__Vicinamibacteraceae	g__Luteitalea	s__	0.8566151334252374
3b3413fcfb36ba3ecbe2f46fd3ac46cd	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Spongiibacteraceae	g__BD1-7_clade	s__	0.9962140491657147
d9cf4d85f0fea3f6b2c5beb78430f452	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Methylophilaceae	g__uncultured	s__	0.861588208
d72d6822b0fe69990cbf31362e15cf7e	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Rhodanobacteraceae	g__uncultured	s__	0.920019801
99e0a6a08c7c55f24c2cb4b31caebbda	d__Bacteria	p__Myxococcota	c__bacteriap25	o__bacteriap25	f__bacteriap25	g__bacteriap25	s__	0.9860326858107403
970c32e8e1dd26a4ca5ee43d1f3516ae	d__Bacteria	p__Acidobacteriota	c__Vicinamibacteria	o__Vicinamibacterales	f__uncultured	g__uncultured	s__	0.9947880179880421
00840cee348745b0d91ca40a8b1e86b2	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__SC-I-84	g__SC-I-84	s__	0.9998641520953726
8bcbc0ca5b56d1728d658e1da69d5048	d__Bacteria	p__Chloroflexi	c__KD4-96	o__KD4-96	f__KD4-96	g__KD4-96	s__	0.9994618670419926
96fd93c3ea2f83595d0847d3a1f59f40	d__Bacteria	p__PAUC34f	c__PAUC34f	o__PAUC34f	f__PAUC34f	g__PAUC34f	s__	0.9980270015086462
5de1e74ea9dc75a62609f0d598119ebf	d__Bacteria	p__Planctomycetota	c__Planctomycetes	o__Pirellulales	f__Pirellulaceae	g__Pir4_lineage	s__	0.9019284625527008
df93cee8ad6a1198bfa745c778398816	d__Bacteria	p__Planctomycetota	c__Planctomycetes	o__Pirellulales	f__Pirellulaceae	g__Pirellula	s__	0.9992461773072051
0b5b4253d9286cc398a20da3ee960ac9	d__Bacteria	p__Acidobacteriota	c__Thermoanaerobaculia	o__Thermoanaerobaculales	f__Thermoanaerobaculaceae	g__Subgroup_10	s__	0.9986936073462297
c7d10416d14e786e63898119aaff7ba7	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Corynebacteriales	f__Mycobacteriaceae	g__Mycobacterium	s__	0.9997798940286874
6ed2dba6f89142d067770117ad2ae146	d__Bacteria	p__Actinobacteriota	c__Thermoleophilia	o__Solirubrobacterales	f__67-14	g__67-14	s__	0.999767555
de14b0ea5946a610a59652c7ee1f5a4a	d__Bacteria	p__Acidobacteriota	c__Vicinamibacteria	o__Subgroup_17	f__Subgroup_17	g__Subgroup_17	s__	0.9999855902263421
eae7507bdb6c4fb0f694ca2409f10784	d__Bacteria	p__Latescibacterota	c__Latescibacterota	o__Latescibacterota	f__Latescibacterota	g__Latescibacterota	s__	0.9719210713121159
22a3368e08a0caecbb9326eeae4f6ae0	d__Bacteria	p__Acidobacteriota	c__Blastocatellia	o__11-24	f__11-24	g__11-24	s__	0.9999835212588889
815433cb8be6a923944f6a12ce87919b	d__Bacteria	p__Acidobacteriota	c__Subgroup_22	o__Subgroup_22	f__Subgroup_22	g__Subgroup_22	s__	0.9986032983133803
bfc2a60cdb07251b9aa42e08aa2c4737	d__Bacteria	p__Chloroflexi	c__Anaerolineae	o__Anaerolineae	f__Anaerolineae	g__Anaerolineae	s__	0.9997840155944775
6e5c38b49b5b48123e2c25a2876ad800	d__Bacteria	p__Planctomycetota	c__Planctomycetes	o__Gemmatales	f__Gemmataceae	g__uncultured	s__	0.998254879
1758a0b96944c620eb7d5f517d0ef83a	d__Bacteria	p__Planctomycetota	c__Planctomycetes	o__Gemmatales	f__Gemmataceae	g__uncultured	s__	0.873894732
e6e30baf2f4b88dcf39343d51c84d3a4	d__Bacteria	p__Acidobacteriota	c__Vicinamibacteria	o__Vicinamibacterales	f__uncultured	g__uncultured	s__	0.999960305
9e07a93d14a6e94e396080d14a1224c6	d__Bacteria	p__Acidobacteriota	c__Vicinamibacteria	o__Vicinamibacterales	f__uncultured	g__uncultured	s__	0.9847854629164592
ef6ec44dc0a223251db2fa7f4b6db2d8	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiales_Incertae_Sedis	g__Nordella	s__	0.9990711786149539
0e6a8293033bb18ef3e05d43997a06e2	d__Bacteria	p__Acidobacteriota	c__Thermoanaerobaculia	o__Thermoanaerobaculales	f__Thermoanaerobaculaceae	g__Subgroup_10	s__	0.9991166379222965
5d5dd28695d21eeeb86c3a38e3956c6e	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Reyranellales	f__Reyranellaceae	g__Reyranella	s__	0.9999999952286204
0ccea24c7ec382d159c2bac7a906839c	d__Bacteria	p__Acidobacteriota	c__Thermoanaerobaculia	o__Thermoanaerobaculales	f__Thermoanaerobaculaceae	g__Subgroup_10	s__	0.8117513036635777
4cd5c5e79cf3cfdd70b60fdcbc89b70d	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriae	f__Acidobacteriae	g__Paludibaculum	s__	0.9294686663199122
011e4eeb9bb1002a0f3593aec2fabb29	d__Bacteria	p__Acidobacteriota	c__Subgroup_18	o__Subgroup_18	f__Subgroup_18	g__Subgroup_18	s__	0.9999986001133288
0f6a3b592458c559b3d410307cb6b943	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__TRA3-20	g__TRA3-20	s__	0.9999152417737107
26705ce524f192ace2e558fc7a63b72d	d__Bacteria	p__Acidobacteriota	c__Holophagae	o__Subgroup_7	f__Subgroup_7	g__Subgroup_7	s__	0.9999942760834807
84fe1731013e60da9291f1edd290aade	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Lysobacter	s__	0.9657512242228679
f3fe11ef20bb94ad3eb061e9cab4a670	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Amaricoccus	s__	0.9798071343205679
f7d9891f4ea06a095e1cacab9a83573e	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Propionibacteriales	f__Nocardioidaceae	0.792764891		
cff6b10f10ddcc2cc453a879cf9ef841	d__Bacteria	p__Acidobacteriota	c__Blastocatellia	o__Pyrinomonadales	f__Pyrinomonadaceae	g__RB41	s__	0.9191510720176977
3b736f96b49b295fc820ba0f83b88b22	d__Bacteria	p__Planctomycetota	c__Planctomycetes	o__Gemmatales	f__Gemmataceae	g__uncultured	s__	0.949405955
a255e314719f1ea97963b234a7e7df6e	d__Bacteria	p__Planctomycetota	c__Planctomycetes	o__Isosphaerales	f__Isosphaeraceae	g__uncultured	s__	0.9826376319490143
06c1860611d93cec0686815d23b092da	d__Bacteria	p__Planctomycetota	c__Planctomycetes	o__Gemmatales	f__Gemmataceae	g__Gemmata	s__	0.9745358779374161
5d21440b79d3054d8f46136a8ba26429	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Amaricoccus	s__	0.9872235989821243
e00d8e65bbcc4c511911002d9def3812	d__Bacteria	p__Latescibacterota	c__Latescibacterota	o__Latescibacterota	f__Latescibacterota	g__Latescibacterota	s__	0.8331272248432763
e5844271b1da809b3adb1e29b17575f5	d__Bacteria	p__Acidobacteriota	c__Thermoanaerobaculia	o__Thermoanaerobaculales	f__Thermoanaerobaculaceae	g__Subgroup_10	s__	0.9998528151553951
c1608c4dea158d9e439a67ad10105303	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Lysobacter	s__	0.9675969257477999
d22dd8c719c2a53769d2329d649978fd	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Reyranellales	f__Reyranellaceae	g__uncultured	s__	0.9966866277616876
fc9c8f4baf3cc4725e7c67b2861d34b0	d__Bacteria	p__Firmicutes	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__Paenibacillus	s__	0.989147669
8338261a9ba9c68c28c93dc9f3066a22	d__Bacteria	p__Actinobacteriota	c__Thermoleophilia	o__Gaiellales	f__Gaiellaceae	g__Gaiella	s__	0.979524987
97c0d5913def32329e89a0ad3554354f	d__Bacteria	p__Planctomycetota	c__Planctomycetes	o__Gemmatales	f__Gemmataceae	g__uncultured	s__	0.840761569
6da63ba35c4cc1af1bffc59fa496bb21	d__Bacteria	p__Chloroflexi	c__Dehalococcoidia	o__S085	f__S085	g__S085	s__	0.998053445
0fe6fa67da830f85731773018b4e5c49	d__Bacteria	p__Armatimonadota	c__uncultured	o__uncultured	f__uncultured	g__uncultured	s__	0.9956413775366596
babaf510803ef2c351483511b13c1d7c	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Bryobacterales	f__Bryobacteraceae	g__Bryobacter	s__	0.9947236318281926
bb25f7a421b2fa18388cefdb1c5b5858	d__Bacteria	p__Planctomycetota	c__Planctomycetes	o__Pirellulales	f__Pirellulaceae	g__Pir4_lineage	s__	0.7506123187327733
